emoji,text_name,unicode
🧌,troll People & Body,1F9CC
💆,person getting massage People & Body,1F486
💆🏻,person getting massage: light skin tone People & Body,1F486 1F3FB
💆🏼,person getting massage: medium-light skin tone People & Body,1F486 1F3FC
💆🏽,person getting massage: medium skin tone People & Body,1F486 1F3FD
💆🏾,person getting massage: medium-dark skin tone People & Body,1F486 1F3FE
💆🏿,person getting massage: dark skin tone People & Body,1F486 1F3FF
💆‍♂️,man getting massage People & Body,1F486 200D 2642 FE0F
💆‍♂,man getting massage People & Body,1F486 200D 2642
💆🏻‍♂️,man getting massage: light skin tone People & Body,1F486 1F3FB 200D 2642 FE0F
💆🏻‍♂,man getting massage: light skin tone People & Body,1F486 1F3FB 200D 2642
💆🏼‍♂️,man getting massage: medium-light skin tone People & Body,1F486 1F3FC 200D 2642 FE0F
💆🏼‍♂,man getting massage: medium-light skin tone People & Body,1F486 1F3FC 200D 2642
💆🏽‍♂️,man getting massage: medium skin tone People & Body,1F486 1F3FD 200D 2642 FE0F
💆🏽‍♂,man getting massage: medium skin tone People & Body,1F486 1F3FD 200D 2642
💆🏾‍♂️,man getting massage: medium-dark skin tone People & Body,1F486 1F3FE 200D 2642 FE0F
💆🏾‍♂,man getting massage: medium-dark skin tone People & Body,1F486 1F3FE 200D 2642
💆🏿‍♂️,man getting massage: dark skin tone People & Body,1F486 1F3FF 200D 2642 FE0F
💆🏿‍♂,man getting massage: dark skin tone People & Body,1F486 1F3FF 200D 2642
💆‍♀️,woman getting massage People & Body,1F486 200D 2640 FE0F
💆‍♀,woman getting massage People & Body,1F486 200D 2640
💆🏻‍♀️,woman getting massage: light skin tone People & Body,1F486 1F3FB 200D 2640 FE0F
💆🏻‍♀,woman getting massage: light skin tone People & Body,1F486 1F3FB 200D 2640
💆🏼‍♀️,woman getting massage: medium-light skin tone People & Body,1F486 1F3FC 200D 2640 FE0F
💆🏼‍♀,woman getting massage: medium-light skin tone People & Body,1F486 1F3FC 200D 2640
💆🏽‍♀️,woman getting massage: medium skin tone People & Body,1F486 1F3FD 200D 2640 FE0F
💆🏽‍♀,woman getting massage: medium skin tone People & Body,1F486 1F3FD 200D 2640
💆🏾‍♀️,woman getting massage: medium-dark skin tone People & Body,1F486 1F3FE 200D 2640 FE0F
💆🏾‍♀,woman getting massage: medium-dark skin tone People & Body,1F486 1F3FE 200D 2640
💆🏿‍♀️,woman getting massage: dark skin tone People & Body,1F486 1F3FF 200D 2640 FE0F
💆🏿‍♀,woman getting massage: dark skin tone People & Body,1F486 1F3FF 200D 2640
💇,person getting haircut People & Body,1F487
💇🏻,person getting haircut: light skin tone People & Body,1F487 1F3FB
💇🏼,person getting haircut: medium-light skin tone People & Body,1F487 1F3FC
💇🏽,person getting haircut: medium skin tone People & Body,1F487 1F3FD
💇🏾,person getting haircut: medium-dark skin tone People & Body,1F487 1F3FE
💇🏿,person getting haircut: dark skin tone People & Body,1F487 1F3FF
💇‍♂️,man getting haircut People & Body,1F487 200D 2642 FE0F
💇‍♂,man getting haircut People & Body,1F487 200D 2642
💇🏻‍♂️,man getting haircut: light skin tone People & Body,1F487 1F3FB 200D 2642 FE0F
💇🏻‍♂,man getting haircut: light skin tone People & Body,1F487 1F3FB 200D 2642
💇🏼‍♂️,man getting haircut: medium-light skin tone People & Body,1F487 1F3FC 200D 2642 FE0F
💇🏼‍♂,man getting haircut: medium-light skin tone People & Body,1F487 1F3FC 200D 2642
💇🏽‍♂️,man getting haircut: medium skin tone People & Body,1F487 1F3FD 200D 2642 FE0F
💇🏽‍♂,man getting haircut: medium skin tone People & Body,1F487 1F3FD 200D 2642
💇🏾‍♂️,man getting haircut: medium-dark skin tone People & Body,1F487 1F3FE 200D 2642 FE0F
💇🏾‍♂,man getting haircut: medium-dark skin tone People & Body,1F487 1F3FE 200D 2642
💇🏿‍♂️,man getting haircut: dark skin tone People & Body,1F487 1F3FF 200D 2642 FE0F
💇🏿‍♂,man getting haircut: dark skin tone People & Body,1F487 1F3FF 200D 2642
💇‍♀️,woman getting haircut People & Body,1F487 200D 2640 FE0F
💇‍♀,woman getting haircut People & Body,1F487 200D 2640
💇🏻‍♀️,woman getting haircut: light skin tone People & Body,1F487 1F3FB 200D 2640 FE0F
💇🏻‍♀,woman getting haircut: light skin tone People & Body,1F487 1F3FB 200D 2640
💇🏼‍♀️,woman getting haircut: medium-light skin tone People & Body,1F487 1F3FC 200D 2640 FE0F
💇🏼‍♀,woman getting haircut: medium-light skin tone People & Body,1F487 1F3FC 200D 2640
💇🏽‍♀️,woman getting haircut: medium skin tone People & Body,1F487 1F3FD 200D 2640 FE0F
💇🏽‍♀,woman getting haircut: medium skin tone People & Body,1F487 1F3FD 200D 2640
💇🏾‍♀️,woman getting haircut: medium-dark skin tone People & Body,1F487 1F3FE 200D 2640 FE0F
💇🏾‍♀,woman getting haircut: medium-dark skin tone People & Body,1F487 1F3FE 200D 2640
💇🏿‍♀️,woman getting haircut: dark skin tone People & Body,1F487 1F3FF 200D 2640 FE0F
💇🏿‍♀,woman getting haircut: dark skin tone People & Body,1F487 1F3FF 200D 2640
🚶,person walking People & Body,1F6B6
🚶🏻,person walking: light skin tone People & Body,1F6B6 1F3FB
🚶🏼,person walking: medium-light skin tone People & Body,1F6B6 1F3FC
🚶🏽,person walking: medium skin tone People & Body,1F6B6 1F3FD
🚶🏾,person walking: medium-dark skin tone People & Body,1F6B6 1F3FE
🚶🏿,person walking: dark skin tone People & Body,1F6B6 1F3FF
🚶‍♂️,man walking People & Body,1F6B6 200D 2642 FE0F
🚶‍♂,man walking People & Body,1F6B6 200D 2642
🚶🏻‍♂️,man walking: light skin tone People & Body,1F6B6 1F3FB 200D 2642 FE0F
🚶🏻‍♂,man walking: light skin tone People & Body,1F6B6 1F3FB 200D 2642
🚶🏼‍♂️,man walking: medium-light skin tone People & Body,1F6B6 1F3FC 200D 2642 FE0F
🚶🏼‍♂,man walking: medium-light skin tone People & Body,1F6B6 1F3FC 200D 2642
🚶🏽‍♂️,man walking: medium skin tone People & Body,1F6B6 1F3FD 200D 2642 FE0F
🚶🏽‍♂,man walking: medium skin tone People & Body,1F6B6 1F3FD 200D 2642
🚶🏾‍♂️,man walking: medium-dark skin tone People & Body,1F6B6 1F3FE 200D 2642 FE0F
🚶🏾‍♂,man walking: medium-dark skin tone People & Body,1F6B6 1F3FE 200D 2642
🚶🏿‍♂️,man walking: dark skin tone People & Body,1F6B6 1F3FF 200D 2642 FE0F
🚶🏿‍♂,man walking: dark skin tone People & Body,1F6B6 1F3FF 200D 2642
🚶‍♀️,woman walking People & Body,1F6B6 200D 2640 FE0F
🚶‍♀,woman walking People & Body,1F6B6 200D 2640
🚶🏻‍♀️,woman walking: light skin tone People & Body,1F6B6 1F3FB 200D 2640 FE0F
🚶🏻‍♀,woman walking: light skin tone People & Body,1F6B6 1F3FB 200D 2640
🚶🏼‍♀️,woman walking: medium-light skin tone People & Body,1F6B6 1F3FC 200D 2640 FE0F
🚶🏼‍♀,woman walking: medium-light skin tone People & Body,1F6B6 1F3FC 200D 2640
🚶🏽‍♀️,woman walking: medium skin tone People & Body,1F6B6 1F3FD 200D 2640 FE0F
🚶🏽‍♀,woman walking: medium skin tone People & Body,1F6B6 1F3FD 200D 2640
🚶🏾‍♀️,woman walking: medium-dark skin tone People & Body,1F6B6 1F3FE 200D 2640 FE0F
🚶🏾‍♀,woman walking: medium-dark skin tone People & Body,1F6B6 1F3FE 200D 2640
🚶🏿‍♀️,woman walking: dark skin tone People & Body,1F6B6 1F3FF 200D 2640 FE0F
🚶🏿‍♀,woman walking: dark skin tone People & Body,1F6B6 1F3FF 200D 2640
🧍,person standing People & Body,1F9CD
🧍🏻,person standing: light skin tone People & Body,1F9CD 1F3FB
🧍🏼,person standing: medium-light skin tone People & Body,1F9CD 1F3FC
🧍🏽,person standing: medium skin tone People & Body,1F9CD 1F3FD
🧍🏾,person standing: medium-dark skin tone People & Body,1F9CD 1F3FE
🧍🏿,person standing: dark skin tone People & Body,1F9CD 1F3FF
🧍‍♂️,man standing People & Body,1F9CD 200D 2642 FE0F
🧍‍♂,man standing People & Body,1F9CD 200D 2642
🧍🏻‍♂️,man standing: light skin tone People & Body,1F9CD 1F3FB 200D 2642 FE0F
🧍🏻‍♂,man standing: light skin tone People & Body,1F9CD 1F3FB 200D 2642
🧍🏼‍♂️,man standing: medium-light skin tone People & Body,1F9CD 1F3FC 200D 2642 FE0F
🧍🏼‍♂,man standing: medium-light skin tone People & Body,1F9CD 1F3FC 200D 2642
🧍🏽‍♂️,man standing: medium skin tone People & Body,1F9CD 1F3FD 200D 2642 FE0F
🧍🏽‍♂,man standing: medium skin tone People & Body,1F9CD 1F3FD 200D 2642
🧍🏾‍♂️,man standing: medium-dark skin tone People & Body,1F9CD 1F3FE 200D 2642 FE0F
🧍🏾‍♂,man standing: medium-dark skin tone People & Body,1F9CD 1F3FE 200D 2642
🧍🏿‍♂️,man standing: dark skin tone People & Body,1F9CD 1F3FF 200D 2642 FE0F
🧍🏿‍♂,man standing: dark skin tone People & Body,1F9CD 1F3FF 200D 2642
🧍‍♀️,woman standing People & Body,1F9CD 200D 2640 FE0F
🧍‍♀,woman standing People & Body,1F9CD 200D 2640
🧍🏻‍♀️,woman standing: light skin tone People & Body,1F9CD 1F3FB 200D 2640 FE0F
🧍🏻‍♀,woman standing: light skin tone People & Body,1F9CD 1F3FB 200D 2640
🧍🏼‍♀️,woman standing: medium-light skin tone People & Body,1F9CD 1F3FC 200D 2640 FE0F
🧍🏼‍♀,woman standing: medium-light skin tone People & Body,1F9CD 1F3FC 200D 2640
🧍🏽‍♀️,woman standing: medium skin tone People & Body,1F9CD 1F3FD 200D 2640 FE0F
🧍🏽‍♀,woman standing: medium skin tone People & Body,1F9CD 1F3FD 200D 2640
🧍🏾‍♀️,woman standing: medium-dark skin tone People & Body,1F9CD 1F3FE 200D 2640 FE0F
🧍🏾‍♀,woman standing: medium-dark skin tone People & Body,1F9CD 1F3FE 200D 2640
🧍🏿‍♀️,woman standing: dark skin tone People & Body,1F9CD 1F3FF 200D 2640 FE0F
🧍🏿‍♀,woman standing: dark skin tone People & Body,1F9CD 1F3FF 200D 2640
🧎,person kneeling People & Body,1F9CE
🧎🏻,person kneeling: light skin tone People & Body,1F9CE 1F3FB
🧎🏼,person kneeling: medium-light skin tone People & Body,1F9CE 1F3FC
🧎🏽,person kneeling: medium skin tone People & Body,1F9CE 1F3FD
🧎🏾,person kneeling: medium-dark skin tone People & Body,1F9CE 1F3FE
🧎🏿,person kneeling: dark skin tone People & Body,1F9CE 1F3FF
🧎‍♂️,man kneeling People & Body,1F9CE 200D 2642 FE0F
🧎‍♂,man kneeling People & Body,1F9CE 200D 2642
🧎🏻‍♂️,man kneeling: light skin tone People & Body,1F9CE 1F3FB 200D 2642 FE0F
🧎🏻‍♂,man kneeling: light skin tone People & Body,1F9CE 1F3FB 200D 2642
🧎🏼‍♂️,man kneeling: medium-light skin tone People & Body,1F9CE 1F3FC 200D 2642 FE0F
🧎🏼‍♂,man kneeling: medium-light skin tone People & Body,1F9CE 1F3FC 200D 2642
🧎🏽‍♂️,man kneeling: medium skin tone People & Body,1F9CE 1F3FD 200D 2642 FE0F
🧎🏽‍♂,man kneeling: medium skin tone People & Body,1F9CE 1F3FD 200D 2642
🧎🏾‍♂️,man kneeling: medium-dark skin tone People & Body,1F9CE 1F3FE 200D 2642 FE0F
🧎🏾‍♂,man kneeling: medium-dark skin tone People & Body,1F9CE 1F3FE 200D 2642
🧎🏿‍♂️,man kneeling: dark skin tone People & Body,1F9CE 1F3FF 200D 2642 FE0F
🧎🏿‍♂,man kneeling: dark skin tone People & Body,1F9CE 1F3FF 200D 2642
🧎‍♀️,woman kneeling People & Body,1F9CE 200D 2640 FE0F
🧎‍♀,woman kneeling People & Body,1F9CE 200D 2640
🧎🏻‍♀️,woman kneeling: light skin tone People & Body,1F9CE 1F3FB 200D 2640 FE0F
🧎🏻‍♀,woman kneeling: light skin tone People & Body,1F9CE 1F3FB 200D 2640
🧎🏼‍♀️,woman kneeling: medium-light skin tone People & Body,1F9CE 1F3FC 200D 2640 FE0F
🧎🏼‍♀,woman kneeling: medium-light skin tone People & Body,1F9CE 1F3FC 200D 2640
🧎🏽‍♀️,woman kneeling: medium skin tone People & Body,1F9CE 1F3FD 200D 2640 FE0F
🧎🏽‍♀,woman kneeling: medium skin tone People & Body,1F9CE 1F3FD 200D 2640
🧎🏾‍♀️,woman kneeling: medium-dark skin tone People & Body,1F9CE 1F3FE 200D 2640 FE0F
🧎🏾‍♀,woman kneeling: medium-dark skin tone People & Body,1F9CE 1F3FE 200D 2640
🧎🏿‍♀️,woman kneeling: dark skin tone People & Body,1F9CE 1F3FF 200D 2640 FE0F
🧎🏿‍♀,woman kneeling: dark skin tone People & Body,1F9CE 1F3FF 200D 2640
🧑‍🦯,person with white cane People & Body,1F9D1 200D 1F9AF
🧑🏻‍🦯,person with white cane: light skin tone People & Body,1F9D1 1F3FB 200D 1F9AF
🧑🏼‍🦯,person with white cane: medium-light skin tone People & Body,1F9D1 1F3FC 200D 1F9AF
🧑🏽‍🦯,person with white cane: medium skin tone People & Body,1F9D1 1F3FD 200D 1F9AF
🧑🏾‍🦯,person with white cane: medium-dark skin tone People & Body,1F9D1 1F3FE 200D 1F9AF
🧑🏿‍🦯,person with white cane: dark skin tone People & Body,1F9D1 1F3FF 200D 1F9AF
👨‍🦯,man with white cane People & Body,1F468 200D 1F9AF
👨🏻‍🦯,man with white cane: light skin tone People & Body,1F468 1F3FB 200D 1F9AF
👨🏼‍🦯,man with white cane: medium-light skin tone People & Body,1F468 1F3FC 200D 1F9AF
👨🏽‍🦯,man with white cane: medium skin tone People & Body,1F468 1F3FD 200D 1F9AF
👨🏾‍🦯,man with white cane: medium-dark skin tone People & Body,1F468 1F3FE 200D 1F9AF
👨🏿‍🦯,man with white cane: dark skin tone People & Body,1F468 1F3FF 200D 1F9AF
👩‍🦯,woman with white cane People & Body,1F469 200D 1F9AF
👩🏻‍🦯,woman with white cane: light skin tone People & Body,1F469 1F3FB 200D 1F9AF
👩🏼‍🦯,woman with white cane: medium-light skin tone People & Body,1F469 1F3FC 200D 1F9AF
👩🏽‍🦯,woman with white cane: medium skin tone People & Body,1F469 1F3FD 200D 1F9AF
👩🏾‍🦯,woman with white cane: medium-dark skin tone People & Body,1F469 1F3FE 200D 1F9AF
👩🏿‍🦯,woman with white cane: dark skin tone People & Body,1F469 1F3FF 200D 1F9AF
🧑‍🦼,person in motorized wheelchair People & Body,1F9D1 200D 1F9BC
🧑🏻‍🦼,person in motorized wheelchair: light skin tone People & Body,1F9D1 1F3FB 200D 1F9BC
🧑🏼‍🦼,person in motorized wheelchair: medium-light skin tone People & Body,1F9D1 1F3FC 200D 1F9BC
🧑🏽‍🦼,person in motorized wheelchair: medium skin tone People & Body,1F9D1 1F3FD 200D 1F9BC
🧑🏾‍🦼,person in motorized wheelchair: medium-dark skin tone People & Body,1F9D1 1F3FE 200D 1F9BC
🧑🏿‍🦼,person in motorized wheelchair: dark skin tone People & Body,1F9D1 1F3FF 200D 1F9BC
👨‍🦼,man in motorized wheelchair People & Body,1F468 200D 1F9BC
👨🏻‍🦼,man in motorized wheelchair: light skin tone People & Body,1F468 1F3FB 200D 1F9BC
👨🏼‍🦼,man in motorized wheelchair: medium-light skin tone People & Body,1F468 1F3FC 200D 1F9BC
👨🏽‍🦼,man in motorized wheelchair: medium skin tone People & Body,1F468 1F3FD 200D 1F9BC
👨🏾‍🦼,man in motorized wheelchair: medium-dark skin tone People & Body,1F468 1F3FE 200D 1F9BC
👨🏿‍🦼,man in motorized wheelchair: dark skin tone People & Body,1F468 1F3FF 200D 1F9BC
👩‍🦼,woman in motorized wheelchair People & Body,1F469 200D 1F9BC
👩🏻‍🦼,woman in motorized wheelchair: light skin tone People & Body,1F469 1F3FB 200D 1F9BC
👩🏼‍🦼,woman in motorized wheelchair: medium-light skin tone People & Body,1F469 1F3FC 200D 1F9BC
👩🏽‍🦼,woman in motorized wheelchair: medium skin tone People & Body,1F469 1F3FD 200D 1F9BC
👩🏾‍🦼,woman in motorized wheelchair: medium-dark skin tone People & Body,1F469 1F3FE 200D 1F9BC
👩🏿‍🦼,woman in motorized wheelchair: dark skin tone People & Body,1F469 1F3FF 200D 1F9BC
🧑‍🦽,person in manual wheelchair People & Body,1F9D1 200D 1F9BD
🧑🏻‍🦽,person in manual wheelchair: light skin tone People & Body,1F9D1 1F3FB 200D 1F9BD
🧑🏼‍🦽,person in manual wheelchair: medium-light skin tone People & Body,1F9D1 1F3FC 200D 1F9BD
🧑🏽‍🦽,person in manual wheelchair: medium skin tone People & Body,1F9D1 1F3FD 200D 1F9BD
🧑🏾‍🦽,person in manual wheelchair: medium-dark skin tone People & Body,1F9D1 1F3FE 200D 1F9BD
🧑🏿‍🦽,person in manual wheelchair: dark skin tone People & Body,1F9D1 1F3FF 200D 1F9BD
👨‍🦽,man in manual wheelchair People & Body,1F468 200D 1F9BD
👨🏻‍🦽,man in manual wheelchair: light skin tone People & Body,1F468 1F3FB 200D 1F9BD
👨🏼‍🦽,man in manual wheelchair: medium-light skin tone People & Body,1F468 1F3FC 200D 1F9BD
👨🏽‍🦽,man in manual wheelchair: medium skin tone People & Body,1F468 1F3FD 200D 1F9BD
👨🏾‍🦽,man in manual wheelchair: medium-dark skin tone People & Body,1F468 1F3FE 200D 1F9BD
👨🏿‍🦽,man in manual wheelchair: dark skin tone People & Body,1F468 1F3FF 200D 1F9BD
👩‍🦽,woman in manual wheelchair People & Body,1F469 200D 1F9BD
👩🏻‍🦽,woman in manual wheelchair: light skin tone People & Body,1F469 1F3FB 200D 1F9BD
👩🏼‍🦽,woman in manual wheelchair: medium-light skin tone People & Body,1F469 1F3FC 200D 1F9BD
👩🏽‍🦽,woman in manual wheelchair: medium skin tone People & Body,1F469 1F3FD 200D 1F9BD
👩🏾‍🦽,woman in manual wheelchair: medium-dark skin tone People & Body,1F469 1F3FE 200D 1F9BD
👩🏿‍🦽,woman in manual wheelchair: dark skin tone People & Body,1F469 1F3FF 200D 1F9BD
🏃,person running People & Body,1F3C3
🏃🏻,person running: light skin tone People & Body,1F3C3 1F3FB
🏃🏼,person running: medium-light skin tone People & Body,1F3C3 1F3FC
🏃🏽,person running: medium skin tone People & Body,1F3C3 1F3FD
🏃🏾,person running: medium-dark skin tone People & Body,1F3C3 1F3FE
🏃🏿,person running: dark skin tone People & Body,1F3C3 1F3FF
🏃‍♂️,man running People & Body,1F3C3 200D 2642 FE0F
🏃‍♂,man running People & Body,1F3C3 200D 2642
🏃🏻‍♂️,man running: light skin tone People & Body,1F3C3 1F3FB 200D 2642 FE0F
🏃🏻‍♂,man running: light skin tone People & Body,1F3C3 1F3FB 200D 2642
🏃🏼‍♂️,man running: medium-light skin tone People & Body,1F3C3 1F3FC 200D 2642 FE0F
🏃🏼‍♂,man running: medium-light skin tone People & Body,1F3C3 1F3FC 200D 2642
🏃🏽‍♂️,man running: medium skin tone People & Body,1F3C3 1F3FD 200D 2642 FE0F
🏃🏽‍♂,man running: medium skin tone People & Body,1F3C3 1F3FD 200D 2642
🏃🏾‍♂️,man running: medium-dark skin tone People & Body,1F3C3 1F3FE 200D 2642 FE0F
🏃🏾‍♂,man running: medium-dark skin tone People & Body,1F3C3 1F3FE 200D 2642
🏃🏿‍♂️,man running: dark skin tone People & Body,1F3C3 1F3FF 200D 2642 FE0F
🏃🏿‍♂,man running: dark skin tone People & Body,1F3C3 1F3FF 200D 2642
🏃‍♀️,woman running People & Body,1F3C3 200D 2640 FE0F
🏃‍♀,woman running People & Body,1F3C3 200D 2640
🏃🏻‍♀️,woman running: light skin tone People & Body,1F3C3 1F3FB 200D 2640 FE0F
🏃🏻‍♀,woman running: light skin tone People & Body,1F3C3 1F3FB 200D 2640
🏃🏼‍♀️,woman running: medium-light skin tone People & Body,1F3C3 1F3FC 200D 2640 FE0F
🏃🏼‍♀,woman running: medium-light skin tone People & Body,1F3C3 1F3FC 200D 2640
🏃🏽‍♀️,woman running: medium skin tone People & Body,1F3C3 1F3FD 200D 2640 FE0F
🏃🏽‍♀,woman running: medium skin tone People & Body,1F3C3 1F3FD 200D 2640
🏃🏾‍♀️,woman running: medium-dark skin tone People & Body,1F3C3 1F3FE 200D 2640 FE0F
🏃🏾‍♀,woman running: medium-dark skin tone People & Body,1F3C3 1F3FE 200D 2640
🏃🏿‍♀️,woman running: dark skin tone People & Body,1F3C3 1F3FF 200D 2640 FE0F
